idx,transcript,true_keywords,num_true,best_true_rank,worst_true_rank,recall_at_1,recall_at_3,recall_at_6,recall_at_12,cb_pool_recall,prompt_recall,rescore_recall,cb_pool_size,prompt_size,rescore_size,top12_keywords,prompt_keywords,rescore_keywords
200,迈克尔斯齐莱德尔,迈克尔斯齐莱德尔,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,迈克尔斯齐莱德尔|玛卡|萨莱兹奇|马特里亚斯|肯德尔|波斯|奇高市|胡琦|马克黄|皮特|吴雯|马云,迈克尔斯齐莱德尔|玛卡,迈克尔斯齐莱德尔|玛卡|萨莱兹奇|马特里亚斯|肯德尔|奇高市
201,四乘一百米接力罗伯特哈特灵,哈特灵|罗伯特哈特灵,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,哈特灵|罗伯特哈特灵|克里斯托弗哈特灵|吴雯|科林哈迪|朱某|波斯|哈立|科林|银联|渝武|邦德,哈特灵|罗伯特哈特灵,哈特灵|罗伯特哈特灵|克里斯托弗哈特灵|吴雯|朱某|波斯
202,雅莱克斯欧帕拉迪尼门格,欧帕拉迪尼,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,欧帕拉迪尼|马来|马特里亚斯|哈立|雅桑克莱|吴雯|邦德|颜妮|波斯|克里斯蒂娜斯|哈灵|渝武,欧帕拉迪尼|马来|马特里亚斯,欧帕拉迪尼|马来|马特里亚斯|哈立|克里斯蒂娜斯
203,吉娜卢克肯科姆普尔,吉娜|卢克肯科姆普尔,2,1,3,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,吉娜|济南|卢克肯科姆普尔|吴雯|瓯文|拓朗|彼得|广安|黄榕|朱某|萨维申科|渝武,吉娜|济南|卢克肯科姆普尔,吉娜|济南|卢克肯科姆普尔|瓯文|朱某
204,八百米克里斯蒂娜哈灵,哈灵|克里斯蒂娜,2,1,4,0.5,0.5,1.0,1.0,1.0,0.5,1.0,7,3,7,哈灵|哈立|克里斯蒂娜斯|克里斯蒂娜|科林|斯利|哈特灵|克里斯丁胡宋|克里斯托弗哈特灵|李氏|马特里亚斯|吉娜,哈灵|哈立|克里斯蒂娜斯,哈灵|哈立|克里斯蒂娜斯|克里斯蒂娜|科林|斯利|哈特灵
205,科林之前已经积极的支持影片拍摄,科林,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,科林|哈灵|哈立|威灵|彼得|晋吉岛|吴雯|瓯文|银联|哈特灵|黄榕|董某,科林|哈灵|哈立,科林|哈灵|哈立|威灵|银联
206,艺人谢婷婷出席活动时,谢婷婷,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,谢婷婷|陈定|彼得|谢依霖|吴雯|李氏|瓯文|董某|陈晟|希饭|渝武|西安,谢婷婷,谢婷婷|陈定|彼得|谢依霖
207,京华时报讯记者迟名常鑫前天中午近一一点半,迟名常鑫,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,迟名常鑫|吴雯|信息时报讯|董某|彼得|瓯文|黄榕|谢依霖|渝武|名古屋|平阳|权义,迟名常鑫,迟名常鑫|吴雯|信息时报讯|朱某
208,大兴区礼贤镇紫各庄村,紫各庄|紫各庄村|大兴|礼贤镇,4,1,4,0.25,0.75,1.0,1.0,1.0,1.0,1.0,5,4,5,紫各庄村|礼贤镇|紫各庄|大兴|吴雯|王颖春|麻丽贤|渝武|董某|诸葛紫岐|瓯文|彼得,紫各庄村|礼贤镇|紫各庄|大兴,紫各庄村|礼贤镇|紫各庄|大兴|吴雯
209,肇事者为紫各庄村民乔某,紫各庄|紫各庄村,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,紫各庄村|紫各庄|诸葛紫岐|张驰|吴雯|钟落潭竹一村民|瓯文|董某|王颖春|张诗欢|彼得|渝武,紫各庄村|紫各庄,紫各庄村|紫各庄|张驰|董某|张诗欢
210,大兴警方以涉嫌交通肇事罪将肇事者刑事拘留,大兴,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,大兴|吴雯|吉娜|张驰|董某|瓯文|彼得|张女士|荆州|渝武|曹志|黄榕,大兴,大兴|吴雯|瓯文|张女士
211,新京报讯记者王巍利用村里遭受泥石流灾害后,王巍|新京报,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,王巍|新京报|金报讯|李氏|渝武|今久|吴雯|哈立|董某|瓯文|荆州|信息时报讯,王巍|新京报|金报讯,王巍|新京报|金报讯|李氏|渝武
212,延庆县永宁镇偏坡峪村原党支部书记钱某,偏坡峪村|永宁镇,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,永宁镇|偏坡峪村|渝武|吴雯|吉娜|邬雄|董某|瓯文|彼得|安靖镇|钟落潭竹一村|云林县,永宁镇|偏坡峪村,永宁镇|偏坡峪村|渝武|吴雯|云林县
213,信息时报讯记者陈子玉近日,信息时报讯,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,信息时报讯|李子成|吴雯|成志教育|瓯文|金报讯|董某|喻莉|陈露|马云|渝武|彼得,信息时报讯,信息时报讯|李子成|吴雯|成志教育|瓯文
214,白云区钟落潭竹一村民白云区钟落潭竹一村的村民跟记者报料,钟落潭竹一村|钟落潭竹一村民,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,23,3,12,钟落潭竹一村民|钟落潭竹一村|马云|蓝莹|胡琦|袁两|温岭|贩婴|大禹村|陕西|拓朗|韦集村,钟落潭竹一村民|钟落潭竹一村|马云,钟落潭竹一村民|钟落潭竹一村|马云|蓝莹|胡琦|袁两|温岭|贩婴|大禹村|陕西|拓朗|韦集村
215,明着是大兴区黄村镇狼垡三村的医师,狼垡三村|大兴,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,大兴|狼垡三村|兰州市|彼得|吴雯|董某|瓯文|渝武|渭镇|李氏|美芝|平阳,大兴|狼垡三村,大兴|狼垡三村|兰州市|彼得
216,张绵跃当选村委会主任,张绵跃,1,2,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5,1,5,刘玮|张绵跃|吴雯|董某|瓯文|李晖|渝武|彼得|平阳|朱某|张锦麟|广安,刘玮,刘玮|张绵跃|董某|瓯文|朱某
217,该地块即为通州新城核心地标彩虹之门用地,新城,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,新城|吴雯|瓯文|今久|董某|广西|黄榕|彼得|渝武|赵继宏|荆州|陕西,新城,新城|吴雯|瓯文|董某
218,北京通州新城投资公司网站显示,新城,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,新城|麦德公司|吴雯|北京站|瓯文|陕西|中国游戏公司|彼得|董某|广西|故宫|黄榕,新城,新城|麦德公司|吴雯|瓯文|中国游戏公司
219,新京报讯记者张旭报道,新京报,1,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,金报讯|新京报|荆州|金陵晚报|彼得|今久|吴雯|张春雨|信息时报讯|华商报讯|政协|瓯文,金报讯|新京报,金报讯|新京报|荆州|金陵晚报|彼得
220,瑞银分析师丁晓预测,瑞银,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,瑞银|王晓宇|威灵|吴雯|渝武|彼得|董某|瓯文|玮甯|张晓雅|李氏|黄榕,瑞银|王晓宇,瑞银|王晓宇|吴雯|朱某
221,人民银行多次提高存款准备金率和存贷款基准利率,人民银行,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,人民银行|喻莉|吴雯|董某|瓯文|朱某|渝武|彼得|黄榕|平阳|广安|玮甯,人民银行,人民银行|喻莉|董某|瓯文
222,中国证券报面对市场对城投债券风险的担忧,中国证券报,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,中国证券报|渝武|瓯文|吴雯|胡枫|彼得|广安|董某|朱某|平阳|杨扬|名古屋,中国证券报,中国证券报|渝武|瓯文|吴雯|广安
223,苹果设备的用户应当注意,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|吴雯|渝武|名古屋|瓯文|董某|黄榕|玮甯|平阳|皮特|朱某,苹果,苹果|彼得|渝武|名古屋
224,苹果公司也在第一时间发布官方声明,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|中国游戏公司|吴雯|广安|彼得|故宫|瓯文|名古屋|龟趺|麦德公司|渝武|董某,苹果,苹果|中国游戏公司|吴雯|瓯文
225,苹果设备的用户应当注意,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|吴雯|名古屋|渝武|瓯文|董某|玮甯|黄榕|皮特|平阳|朱某,苹果,苹果|彼得|名古屋|渝武
226,改由设在印度本加卢鲁的一家美印合资公司生产,印度本加卢鲁,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,印度本加卢鲁|陈露|吴雯|美芝|黄榕|渝蓉|渝武|波斯|董某|故宫|赵宏|瓯文,印度本加卢鲁,印度本加卢鲁|陈露|美芝|朱某
227,肯德尔定于二月二十三日访问印度,肯德尔,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,肯德尔|彼得|吴雯|瓯文|皮特|渝武|董某|陈定|黄榕|朱某|平阳|玮甯,肯德尔,肯德尔|彼得|瓯文|董某
228,虽然工信部很快就删除了后半句话,工信部,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,工信部|广西|黄榕|彼得|吴雯|董某|渝武|瓯文|同策咨询研究部|朱某|西安|平阳,工信部,工信部|黄榕|彼得|渝武
229,一百米栏辛迪罗勒德尔,辛迪罗勒德尔,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,辛迪罗勒德尔|肯德尔|西安|马来|吴雯|维斯多尔|陕西|彼得|渝武|董某|大兴|黄榕,辛迪罗勒德尔,辛迪罗勒德尔|肯德尔|西安|马来|吴雯
230,三千米障碍吉萨费里欣塔斯卡鲁塞,欣塔斯卡鲁塞,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,欣塔斯卡鲁塞|金坛|吴雯|吉娜|渝武|董某|瓯文|朱某|胡琦|平阳|玛卡|全能里科费雷姆斯,欣塔斯卡鲁塞,欣塔斯卡鲁塞|金坛|吴雯|朱某
231,撑杆跳丽萨莱兹奇,萨莱兹奇,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,萨莱兹奇|李家|诸葛紫岐|哈立|奇冰|渝武|彼得|吴雯|董某|马来|瓯文|喻莉,萨莱兹奇,萨莱兹奇|李家|哈立|朱某
232,三级跳克里斯丁吉尔奇,克里斯丁吉尔奇,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,4,8,克里斯丁吉尔奇|克里斯丁胡宋|克里斯蒂娜|哈立|克里斯蒂娜斯|李氏|科林|李斯达|奇冰|哈灵|斯利|吴雯,克里斯丁吉尔奇|克里斯丁胡宋|克里斯蒂娜|哈立,克里斯丁吉尔奇|克里斯丁胡宋|克里斯蒂娜|哈立|克里斯蒂娜斯|李氏|科林|李斯达
233,铅球克里斯蒂娜斯齐万兹,克里斯蒂娜|克里斯蒂娜斯,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,7,3,7,克里斯蒂娜|克里斯蒂娜斯|哈立|克里斯丁胡宋|斯利|科林|吴雯|哈灵|马特里亚斯|彼得|李氏|董某,克里斯蒂娜|克里斯蒂娜斯|哈立,克里斯蒂娜|克里斯蒂娜斯|哈立|克里斯丁胡宋|斯利|科林|吴雯
234,链球贝蒂海德尔,贝蒂海德尔,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,贝蒂海德尔|肯德尔|彼得|维斯多尔|董某|吴雯|许胚|渝武|哈立|胡琦|一村一品强村|瓯文,贝蒂海德尔|肯德尔,贝蒂海德尔|肯德尔|彼得|维斯多尔|许胚
235,标枪克里斯丁胡宋,克里斯丁胡宋,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,1,7,克里斯丁胡宋|克里斯蒂娜|科林|哈立|克里斯蒂娜斯|彼得|克里斯丁吉尔奇|哈灵|拓朗|马特里亚斯|邬雄|吴雯,克里斯丁胡宋,克里斯丁胡宋|克里斯蒂娜|科林|哈立|克里斯蒂娜斯|彼得|克里斯丁吉尔奇
236,克里斯蒂娜奥伯福尔,克里斯蒂娜,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,克里斯蒂娜|克里斯蒂娜斯|科林|马特里亚斯|哈灵|李氏|克里斯丁胡宋|斯利|哈立|李斯达|波斯|彼得,克里斯蒂娜|克里斯蒂娜斯,克里斯蒂娜|克里斯蒂娜斯|科林|马特里亚斯|哈灵
237,全能詹妮弗奥赛尔,詹妮弗奥赛尔,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,詹妮弗奥赛尔|全能里科费雷姆斯|拉斐尔|黄榕|李氏|名古屋|颜妮|董某|龟趺|瓯文|张林|德国,詹妮弗奥赛尔,詹妮弗奥赛尔|全能里科费雷姆斯|拉斐尔|黄榕
238,安娜莱纳法拉塞,莱纳法拉塞,1,2,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5,1,5,马来|莱纳法拉塞|拉斐尔|孔磊|吉娜|哈立|哈灵|渝武|黄榕|许胚|成飞|刘玮,马来,马来|莱纳法拉塞|拉斐尔|吉娜|渝武
239,吉娜卢克肯科姆普尔,吉娜|卢克肯科姆普尔,2,1,3,0.5,1.0,1.0,1.0,1.0,0.5,1.0,5,1,5,吉娜|济南|卢克肯科姆普尔|普鲁申科|纳斯达克|萨维申科|垦区|皮特|彼得|肯德尔|黄榕|习友路,吉娜,吉娜|济南|卢克肯科姆普尔|萨维申科|垦区
240,记者从浙江省游泳协会了解到,浙江省游泳协会,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,浙江省游泳协会|政协|彼得|吴雯|瓯文|晋吉岛|渝武|董某|李洁|杨建江南嘉捷|同策咨询研究部|吉娜,浙江省游泳协会,浙江省游泳协会|政协|彼得|瓯文|董某
241,谢霆锋妹妹谢婷婷在微博晒出与父亲合影,谢婷婷,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,谢婷婷|渝武|吴雯|董某|瓯文|吴显亭|陈定|哈灵|朱某|彼得|杨扬|王婷,谢婷婷,谢婷婷|渝武|吴雯|陈定
242,谢婷婷将头挨着父亲的头,谢婷婷,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,谢婷婷|吉娜|陈定|吴雯|吴显亭|付敬懿|董某|瓯文|彼得|谢依霖|渝武|哈灵,谢婷婷,谢婷婷|吉娜|陈定|瓯文
243,艺人谢婷婷从小就成为媒体焦点,谢婷婷,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,谢婷婷|吴雯|彼得|谢依霖|瓯文|陈晟|陈定|董某|吴显亭|西安|银联|渝武,谢婷婷,谢婷婷|吴雯|谢依霖|陈定
244,谢婷婷为服装拍摄时装宣传照,谢婷婷,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,谢婷婷|瓯文|龟趺|陈定|吴雯|渝武|董某|彼得|杨扬|紫各庄|平阳|吴显亭,谢婷婷,谢婷婷|瓯文|陈定|吴雯
245,施王祥被陆丰市纪委立案调查,施王祥,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,施王祥|李晖|瓯文|李伟豪|彼得|董某|刘玮|吴雯|罗宾|宋芳|王晓飞|嵩山,施王祥,施王祥|李晖|瓯文|罗宾
246,陆丰市纪委决定给予施王祥开除党籍处分,施王祥,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,施王祥|宋芳|晋吉岛|吴雯|瓯文|邬雄|罗宾|胡枫|董某|王晓飞|吉娜|彼得,施王祥,施王祥|晋吉岛|瓯文|罗宾
247,南粤清风网通报该案详情,南粤,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,南粤|马云|吴雯|瓯文|彼得|广安|渝武|董某|刘庆红|胡枫|朱某|胡琦,南粤,南粤|马云|瓯文|朱某
248,从金堂县城驱车一个半小时至土桥镇的大禹村,大禹村|土桥镇,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,4,5,土桥镇|大禹村|金坛|马云|曹志|吴雯|瓯文|董某|彼得|桥下镇|吉娜|佟健,土桥镇|大禹村|金坛|马云,土桥镇|大禹村|金坛|马云|瓯文
249,村干部大闹天宫孙大圣口碑爆棚,孙大圣,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,孙大圣|吉娜|吴雯|瓯文|彼得|孔磊|渝武|董某|高桥大辅|赵宏|黄榕|平阳,孙大圣,孙大圣|吉娜|瓯文|孔磊
250,村庄晴天降奇冰十几斤重来历不明,奇冰,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,奇冰|吴雯|瓯文|董某|今久|荆州|彼得|朱某|渝武|黄榕|马来|平阳,奇冰,奇冰|瓯文|董某|朱某
251,这块天降奇冰究竟是何物,奇冰,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,奇冰|吴雯|彼得|瓯文|渝武|董某|邬迪|胡琦|朱某|玮甯|黄榕|联合社,奇冰,奇冰|瓯文|董某|朱某
252,该村村民黎胜明向楚天快报求助,黎胜明,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,黎胜明|钟落潭竹一村民|大禹村|邱宝昌|刘玮|韦集村|吴雯|瓯文|王颖春|彼得|李洁|渝武,黎胜明|钟落潭竹一村民,黎胜明|钟落潭竹一村民|大禹村|郎平
253,淅川县上集镇一名村支书被指将年龄改小一零岁,淅川县|上集镇,2,1,5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,4,1,4,上集镇|银联|吴雯|瓯文|淅川县|彼得|渝武|董某|朱某|平阳|奇冰|哈灵,上集镇,上集镇|银联|吴雯|瓯文
254,图为时上集镇派出所,上集镇,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,上集镇|吴雯|瓯文|朱祖儿|彼得|平阳|孔磊|董某|渝武|玮甯|黄榕|甘肃,上集镇,上集镇|吴雯|瓯文|孔磊
255,村民多次向温岭市有关部门投诉反映,温岭,1,4,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,1,4,威灵|贩婴|李氏|温岭|朱某|吴雯|科林|门头沟|渝武|彼得|滕女士|瓯文,威灵,威灵|贩婴|李氏|朱某
256,灵璧县韦集镇韦集村原村支书石某,韦集村,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,韦集村|麻丽贤|瓯文|吴雯|彼得|云林县|董某|北京站|平阳|渝武|渭镇|奇冰,韦集村,韦集村|麻丽贤|瓯文|吴雯|云林县
257,华江瑶族乡十四届人大代表会第五次会议会务材料上,人大代表会,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,人大代表会|渝武|吴雯|杨扬|施王祥|董某|瓯文|黄榕|彼得|瑞银|名古屋|平阳,人大代表会,人大代表会|渝武|吴雯|施王祥
258,也在厦门拿下几宗商住用地和济南几宗居住用地,济南,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,济南|吉娜|吴雯|彼得|董某|渝武|瓯文|嵩山|朱某|邬迪|黄榕|李尚洙,济南,济南|吉娜|渝武|朱某
259,标普信用分析师孔磊说道,孔磊,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,孔磊|彼得|武红利|波斯|吴雯|李氏|西安|赵宏|渝武|瓯文|董某|施王祥,孔磊,孔磊|彼得|武红利|波斯
260,对于苹果公司来说这是很关键的一年,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,苹果|银联|吴雯|故宫|董某|中国游戏公司|广安|平阳|彼得|麦德公司|瓯文|渝武,苹果,苹果|银联|吴雯|故宫|瓯文
261,有着较为丰富志愿服务经历的九零后吴雯的话,吴雯,1,2,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4,1,4,李的话|吴雯|彼得|渝武|龟趺|董某|谢依霖|胡枫|黄榕|哈灵|富平|吉娜,李的话,李的话|吴雯|渝武|朱某
262,张锦麟将为自己称为鸟巢新一代志愿者,张锦麟,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,张锦麟|张林|张贵林|吴雯|瓯文|新城|董某|赵书伶|彼得|重庆|陆骑麟|渝武,张锦麟|张林,张锦麟|张林|张贵林|瓯文|新城|董某
263,著名双人滑运动员庞清和董健虽未正式宣布退役,庞清,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,庞清|渭镇|佟健|吴雯|重庆|渝武|瑞银|瓯文|董某|李洁|黄榕|彼得,庞清|渭镇,庞清|渭镇|佟健|吴雯|渝武|瑞银
264,佟健已经完成了第一个学模块的学习,佟健,1,4,4,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5,1,5,朱某|董某|政协|佟健|章某|奇冰|吴雯|彼得|瓯文|龙湾|广安|渝武,朱某,朱某|董某|政协|佟健|章某
265,早到了退役年龄的庞清和佟健克服了伤病困难,佟健|庞清,2,1,7,0.5,0.5,0.5,1.0,0.5,0.5,0.5,5,1,5,庞清|济南|重庆|吴雯|瑞银|银联|佟健|董某|彼得|李焜染|渝武|瓯文,庞清,庞清|济南|重庆|吴雯|渝武
266,庞清和佟健没有马上退役,佟健|庞清,2,1,3,0.5,1.0,1.0,1.0,1.0,0.5,1.0,5,1,5,庞清|梅姐|佟健|重庆|吴雯|李洁|董某|瓯文|彼得|渝武|朱某|胡琦,庞清,庞清|梅姐|佟健|重庆|瓯文
267,也是中国双人滑在申雪赵宏退役后,赵宏,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,赵宏|赵继宏|黄榕|周峰|吴雯|瑞银|张萌|渝武|彼得|敦煌|邬雄|朱某,赵宏,赵宏|赵继宏|黄榕|周峰|吴雯|张萌
268,庞清和佟健仍肩负着扛起中国双人滑大旗的重任,佟健|庞清,2,1,3,0.5,1.0,1.0,1.0,1.0,0.5,1.0,7,1,7,庞清|吉娜|佟健|吴雯|重庆|彼得|董某|广安|邬雄|韩籍|瓯文|朱某,庞清,庞清|吉娜|佟健|吴雯|重庆|董某|邬雄
269,庞清和佟健终于可以放心地考虑退役的事情了,佟健|庞清,2,1,3,0.5,1.0,1.0,1.0,1.0,0.5,1.0,5,1,5,庞清|重庆|佟健|董某|瑞银|吉娜|吴雯|黄榕|彼得|朱某|章某|渝武,庞清,庞清|重庆|佟健|董某|章某
270,佟健又将国内部分优秀的单人滑和冰舞运动员集合起来,佟健,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,佟健|黄榕|渝武|敦煌|吴雯|彼得|广安|名古屋|董某|瓯文|章某|玮甯,佟健,佟健|黄榕|渝武|敦煌|吴雯|朱某
271,但庞清和佟健并不愿意随遇而安地安排自己的后半生,佟健|庞清,2,1,3,0.5,1.0,1.0,1.0,1.0,0.5,1.0,7,2,7,庞清|重庆|佟健|彼得|吉娜|吴雯|渝武|胡琦|董某|王婷|瓯文|广安,庞清|重庆,庞清|重庆|佟健|彼得|吉娜|渝武|董某
272,自己和庞清曾在赛场上努力地追求优秀更优秀,庞清,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,庞清|重庆|彼得|吴雯|董某|渝武|瓯文|黄榕|胡琦|朱某|刘澄|奇冰,庞清,庞清|重庆|董某|渝武
273,佟健给自己定下了要做就做到最好,佟健,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,佟健|吴雯|董某|渝武|彼得|瓯文|朱某|胡琦|黄榕|陈定|平阳|重庆,佟健,佟健|董某|渝武|朱某
274,佟健的解决办法就只能努力提高自己,佟健,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,佟健|李洁|吴雯|梅姐|彼得|渝武|董某|瓯文|黄榕|喻莉|平阳|朱某,佟健,佟健|梅姐|渝武|朱某
275,佟健报考了北大光华管理学院,佟健|北大光华管理学院,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,北大光华管理学院|佟健|彼得|广安|皮特|吴雯|渝武|董某|李洁|瓯文|黄榕|北京科技大学,北大光华管理学院|佟健,北大光华管理学院|佟健|彼得|广安|皮特|渝武
276,佟健做好了考不上的思想准备,佟健,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,佟健|黄榕|瓯文|吴雯|彼得|董某|渝武|邬雄|哈立|平阳|朱某|名古屋,佟健,佟健|黄榕|瓯文|朱某
277,佟健因此顺利通过了入学考试,佟健,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,佟健|吴雯|瓯文|彼得|李洁|董某|佟继萍|渝武|拓朗|重庆|平阳|胡琦,佟健,佟健|瓯文|董某|重庆
278,佟健是同班同学里唯一运动员出身的,佟健,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,佟健|吴雯|董某|瓯文|彼得|龙湾永强中学|渝武|李洁|朱某|黄榕|哈立|刘玮,佟健,佟健|吴雯|董某|瓯文|朱某
279,只有姚明和刘国梁等少数几个人,刘国梁,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,刘国梁|渝武|吴雯|瓯文|杨爱明|彼得|刘玮|杨扬|黄榕|董某|拓朗|郎平,刘国梁,刘国梁|渝武|黄榕|郎平
280,佟健希望自己能真的学到管理知识,佟健,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,佟健|广安|吴雯|瓯文|董某|彼得|渝武|黄榕|玮甯|平阳|朱某|西安,佟健,佟健|广安|瓯文|朱某
281,佟健更希望能有实实在在的发展,佟健,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,佟健|吴雯|瓯文|彼得|渝武|董某|李洁|黄榕|胡琦|吉娜|平阳|朱某,佟健,佟健|瓯文|董某|朱某
282,搜狐娱乐赛文耷子备受关注重拍版乌鸦,赛文耷子,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,赛文耷子|吴雯|广安|杨扬|彼得|董某|渝武|黄榕|胡琦|瓯文|平阳|温岭,赛文耷子,赛文耷子|吴雯|广安|朱某
283,谢婷婷九月七日三十三岁生日,谢婷婷,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,谢婷婷|陈定|董某|谢依霖|瓯文|吴雯|胡琦|彼得|吴显亭|渝武|喻莉|朱某,谢婷婷,谢婷婷|陈定|谢依霖|吴雯
284,网友纷纷留言祝谢婷婷生日快乐,谢婷婷,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,谢婷婷|陈定|吴雯|谢依霖|彼得|黄榕|吴显亭|刘晏含|董某|陈晟|渝武|政协,谢婷婷,谢婷婷|陈定|吴雯|谢依霖
285,曾江谢贤四哥及胡枫修哥大谈往日情时,修哥|胡枫,2,1,2,0.5,1.0,1.0,1.0,1.0,0.5,1.0,4,1,4,胡枫|修哥|大韩|吴雯|湛江|瓯文|故宫|龟趺|政协|彼得|渝武|董某,胡枫,胡枫|修哥|大韩|故宫
